Name,Cat,SubCat,OSS,Github,Series,$$$ (M),Started,HQ,Change in 2020,Website,Description,IF ACQ
Kyvos Insights,Data pipeline,Database/Query,,,,0,2015,Bay Area,,https://www.kyvosinsights.com/,Kyvos accelerates BI on trillions of rows of data on the cloud and on-premise platforms with a semantic layer powered by its next-generation OLAP technology.,
Rockset,Data pipeline,Database/Query,,,B,61.5,2016,Bay Area,Raised 40M,https://rockset.com/,"Rockset: The Real-Time Indexing Database in the Cloud Rockset allows you to build data-driven applications on MongoDB, DynamoDB, ... AI. Test, validate and deploy models faster by analyzing live data in real-time.",
Starburst Data,Data pipeline,Database/Query,,,B,64,2017,Boston,Raised 42M,https://www.starburstdata.com/,Limitless Queries. Break boundaries and harness the power of the world's fastest SQL query engine.,
Zilliz,Data pipeline,Database/Query,,,B,53,2017,China,Raised 43M,https://zilliz.com/,"The company specializes in the development of open-source, AI-powered unstructured data analysis software, and is the initiator and primary contributor to the vector similarity search project Milvus.",
Figure Eight,Data pipeline,Labeling,,,Appen,300,2008,Bay Area,,https://www.figure-eight.com/,Figure Eight combines the best of human and machine intelligence to provide high-quality annotated training data that powers the world's most innovative machine learning and business solutions,ACQ
iMerit,Data pipeline,Labeling,,,B,23.5,2012,Bay Area,Raised 20M,https://imerit.net/,iMerit specializes in data labeling and annotation for purposes of training models for Machine Learning and Artificial Intelligence.,
Playment,Data pipeline,Labeling,,,Seed,2.5,2015,India,,https://playment.io/,"Build high-quality ground truth datasets with ML-assisted tools, sophisticated project management software, expert human workforce, and much more.",
Prodigy,Data pipeline,Labeling,,,Explosion AI,,2017,Germany,,https://prodi.gy/,"Prodigy is a scriptable annotation tool so efficient that data scientists can do the annotation themselves, enabling a new level of rapid iteration. ... With Prodigy you can take full advantage of modern machine learning by adopting a more agile approach to data collection.",
Dataturks,Data pipeline,Labeling,,,Walmart,,2018,India,,https://dataturks.com/,"ML data annotations made super easy for teams. Just upload data, add your team and build training/evaluation dataset in hours.",ACQ
Voxel51 // Scoop,Data pipeline,Data quality,,,Seed,3.3,2018,Michigan,,https://voxel51.com/scoop/,"We build software that enables ML engineers to build better models, more quickly. Try FiftyOne, our powerful platform for dataset curation, analysis, and model",
Labelbox,Data pipeline,Labeling,,,B,42.8,2018,Bay Area,Raised 25M,https://labelbox.com/,"A complete solution for your training data problem with fast labeling tools, human workforce, data management, a powerful API and automation features.",
V7Labs,Data pipeline,Labeling,,,Seed,3,2018,UK,Raised 3M,https://www.v7labs.com/,"Create the Sense of Sight Label, train, and deploy artificial intelligence that effortlessly learns new objects from your data.",
Segments.ai,Data pipeline,Labeling,,,,0,2020,Belgium,New,https://segments.ai/,Deep learning-fueled labeling technology with a focus on instance and semantic segmentation.,
Gretel AI,Data pipeline,Privacy,,,A,15.5,2019,San Diego,Raised 15.5M,https://gretel.ai/,"The first and only APIs to enable you to balance, anonymize, and share your data. With privacy guarantees.",
Aircloak,Data pipeline,Privacy,,,,1.3,2012,Germany,,https://aircloak.com/,Aircloak's unique approach ensures the existing primary database is not modified in any way. Aircloak handles all data types including unstructured text.,
Tumult Labs,Data pipeline,Privacy,,,,0,2019,North Carolina,,https://www.tmlt.io/,Unleashing the power of data with ironclad privacy protection,
Quobyte,Data pipeline,Storage,,,B,0,2013,Germany,,https://www.quobyte.com/,Quobyte is software defined storage that turns commodity servers into a reliable and highly automated data center file system.,
Elastifile,Data pipeline,Storage,,,Google,74,2013,Bay Area,,https://www.elastifile.com/,"Elastifile's cloud-native file storage helps organizations adapt and accelerate their business in the cloud era. Powered by a scalable, enterprise-grade distributed file system with intelligent object tiering, Elastifile augments existing public cloud services with a scalable, POSIX-compliant NAS, facilitating frictionless cloud adoption. With Elastifile, organizations enjoy low-touch file storage services, or deploy and manage cloud-native file storage themselves, eliminating the need for manual storage management and IT forecasting. Elastifile's unique combination of features and flexibility empowers organizations to seamlessly integrate cloud resources, with no application refactoring… thereby modernizing their infrastructure and achieving IT agility and efficiency goals.",ACQ
Datera,Data pipeline,Storage,,,C,63.9,2013,Bay Area,,https://datera.io/,Get sub-200µS latency & millions of IOPS with 100% software-defined data automation. Save up to 70% on data infrastructure total-cost-of-ownership.,
Vexata,Data pipeline,Storage,,,StorCentric,54,2014,Bay Area,,https://www.vexata.com/,Vexata is an active data infrastructure company that accelerates database and analytic platforms via groundbreaking storage solutions.,ACQ
Storbyte,Data pipeline,Storage,,,,0,2014,DC,,http://storbyte.com/,"Storbyte designs and manufactures all-flash & hybrid flash enterprise storage arrays that offer performance, power management, availability, reliability, density, efficiency, flexibility, expandability, and affordability.  Storbyte is providing innovative data storage solutions and has not lost sight of what is important to end users: a responsible, cost-correct price point.",
Komprise,Data pipeline,Storage,,,C,50.7,2014,Bay Area,,https://www.komprise.com/,"In 15 minutes, our free data management software trial will show you how you can save 70% on data management costs, on-premises and in the cloud.",
Excelero,Data pipeline,Storage,,,B,35,2014,Bay Area,,https://www.excelero.com/,Local NVMe performance at data center scale through true convergence. Software-defined block storage for Cloud and Enterprise applications at any scale.,
ClearSky Data,Data pipeline,Storage,,,B,59,2014,Boston,,https://www.clearskydata.com/,"ClearSky Data offers enterprise storage as a hybrid cloud service delivering on-demand primary storage, offsite backup, and DR as a single service.",
Confluent,Data pipeline,Stream processing,,,E,455.9,2014,Bay Area,"Raised 250M, hired an IPO CFO",https://www.confluent.io/,"Confluent is a fully managed Kafka service and enterprise stream processing platform. Real-time data streaming for AWS, GCP, Azure or serverless. Try free!",
Materialize,Data pipeline,Stream processing,,,B,40.5,2019,NYC,Raised 32M,https://materialize.com/,Materialize delivers SQL exploration for streaming events and real-time data. Incrementally updated materialized views - in ANSI Standard SQL and in real-time. Micro-batching.,
Dolt,Data pipeline,Versioning,,,Seed,2,2018,LA,,https://www.liquidata.co/,"Liqiudata's mission is to make data move more efficiently. We built Dolt, an an open-source version-controlled SQL database with Git-like semantics.",
Gluent,Data pipeline,Visualization,,,Seed,8.2,2014,Texas,,https://gluent.com/,"Data virtualization software eliminates data silos. Gluent's transparent data virtualization provides virtual access to all enterprise data, with zero code changes.",
Wave Computing,Hardware,Accelerator,,,E,203.3,2008,Bay Area,,https://wavecomp.ai/,Wave Computing is revolutionizing AI and deep learning with its dataflow-based systems and embedded solutions.,
Graphcore,Hardware,Accelerator,,,E,682,2016,UK,Raised 372M,https://www.graphcore.ai/,Graphcore has built a new type of processor for machine intelligence to accelerate machine learning and AI applications for a world of intelligent machines.,
Cerebras,Hardware,Accelerator,,,C,112,2016,Bay Area,,https://www.cerebras.net/,"AI insights, faster Cerebras is a computer systems company dedicated to accelerating deep learning. The pioneering Wafer-Scale Engine (WSE) – the largest chip ever built – is at the heart of our deep learning system, the Cerebras CS-1.",
Cambricon,Hardware,Accelerator,,,B,200,2016,China,,http://www.cambricon.com/,"Cambricon Technologies builds core processor chips for intelligent cloud servers, intelligent terminals, and intelligent robots.",
Groq,Hardware,Accelerator,,,,62.3,2016,Bay Area,Raised unknown,https://groq.com/,The Next Generation of Computing is here.,
SambaNova,Hardware,Accelerator,,,C,465.3,2017,Bay Area,Raised 250M,https://sambanova.ai/,SambaNova Systems is a computing startup focused on building machine learning and big data analytics platforms.,
Lightelligence,Hardware,Accelerator,,,A,36,2017,Boston,Raised 26M,https://www.lightelligence.ai/,"Accelerate AI, Neuromorphic, AI Chip, Optical Computing, Lightmatter",
Luminous Computing,Hardware,Accelerator,,,A,9,2018,Bay Area,Raised unknown,https://luminous.co/,Hardware is bottlenecked by data movement & compute. We use photonics to solve both,
Nuvia,Hardware,Accelerator,,,B,293,2019,Bay Area,Raised 240M,https://nuviainc.com/,Silicon design reimagined for a compute-intensive world.,
BrainChip,Hardware,Edge devices,,,IPO,27.8,2006,LA,,https://brainchipinc.com/,"BrainChip brings artificial intelligence to the edge with a high-performance, small, ultra-low power solution that enables continuous learning and inference.",
Blaize,Hardware,Edge devices,,,C,65,2010,Sacramento,,https://www.blaize.com/,Intelligence at the edge of everywhere. Blaize unleashes the potential of AI to drive leaps in the value that technology delivers to transform markets and improve the way we all work and live.,
Mythic,Hardware,Edge devices,,,B,85.2,2012,Bay Area,,https://www.mythic-ai.com/,"An architecture built from the ground up for AI Mythic has developed a truly unique AI compute platform that enables smart camera systems, intelligent appliances, brilliant robotics, and more.",
LeapMind,Hardware,Edge devices,,,C,50,2012,Tokyo,,https://leapmind.io/,Ultra-low power consumption AI inference accelerator IP specialized for inference arithmetic processing of CNN that operates as a circuit on FPGA device or ASIC device .,
GreenWaves Technologies,Hardware,Edge devices,,,A,12.5,2014,France,,https://greenwaves-technologies.com/,GreenWaves' GAP8 is the industry's first ultra-low-power processor enabling battery-operated AI in IoT applications.,
Prophesee,Hardware,Edge devices,,,C,65.3,2014,France,,https://www.prophesee.ai/,"With the world’s most advanced Event-Based Vision systems, inspired by human vision and built on the foundation of neuromorphic engineering. PROPHESEE is the revolutionary system that gives Metavision to machines, revealing what was previously invisible to them.",
Kneron,Hardware,Edge devices,,,A,73,2015,San Diego,Raised 40M + unknown,https://www.kneron.com/,Kneron develops an application-specific integrated circuit and software that offers artificial intelligence-based tools.,
Habana Labs,Hardware,Edge devices,,,Intel,75,2016,Israel,,https://habana.ai/,"Habana Labs was founded in 2016 to create world-class AI Processors, developed from the ground-up and optimized for training deep neural networks and for inference deployment in production environments.",
Hailo,Hardware,Edge devices,,,B,87.9,2017,Israel,Raised 60M,https://hailo.ai/,The World’s Top Performing AI Processor for Edge Devices Hailo offers a breakthrough microprocessor uniquely designed to accelerate embedded AI applications on edge devices. Breathe life into your edge AI product today with Hailo-8.,
Boulder AI,Hardware,Edge devices,,,,0,2017,Boulder,,https://boulderai.com/,Human insight and decision making on a visual sensor.,
Syntiant,Hardware,Edge devices,,,C,65.1,2017,LA,Raised 35M,https://www.syntiant.com/,Always-On Voice powered by custom AI Silicon,
EdgeQ,Hardware,Edge devices,,,A,53,2018,Bay Area,"Raised 51M, out of stealth",https://www.edgeq.io/,EdgeQ is an information technology company that specializes in the fields of 5G chip systems.,
SiMa.ai,Hardware,Edge devices,,,A,30,2018,Bay Area,Raised 30M,https://sima.ai/,"Is your ML Green?TM We believe that the future of compute is high performance machine learning at the edge – and today, power is the limiter.",
Zero ASIC,Hardware,Edge devices,,,,0,2020,Boston,Changed name from Adapteva,https://www.zeroasic.com/,Removing the Barrier to Custom Silicon,
Cloudera,Infrastructure,Cloud management,,,IPO,1000,2008,Bay Area,,https://www.cloudera.com/,"Cloudera delivers an Enterprise Data Cloud for any data, anywhere, from the Edge to AI.",
HYCU,Infrastructure,Cloud management,,,,0,2009,Boston,,https://www.hycu.com/,"Keep hyper-converged infrastructure running with HYCU's powerful, simple backup & recovery and monitoring solutions. Deploy in seconds for superior results.",
Datadog,Infrastructure,Cloud management,,,IPO,147.9,2010,NYC,,https://www.datadoghq.com/,"See inside any stack, any app, at any scale, anywhere.",
Domino Data Lab,Infrastructure,Cloud management,,,E,123.6,2013,Bay Area,Raised 43M,https://www.dominodatalab.com/,"Deliver winning models. One place for your data science tools, apps, results, models, and knowledge",
Paperspace,Infrastructure,Cloud management,,,A,23,2014,NYC,,https://www.paperspace.com/,GPU cloud tools built for developers. Powering next-generation workflows and the future of intelligent applications.,
FloydHub,Infrastructure,Cloud management,,,Seed,4,2016,Bay Area,,https://www.floydhub.com/,FloydHub is a zero setup Deep Learning platform for productive data science teams.,
Anyscale,Infrastructure,Cloud management,,,B,60.6,2019,Bay Area,Raised 40M,https://www.anyscale.com/,"From the creators of Ray, a framework for building machine learning applications at any scale originating from the UC Berkeley RISELab.",
Valohai,Infrastructure,Workflow orchestration,,,A,1.8,2016,Finland,,https://valohai.com/,The MLOps platform for the whole team. Valohai takes you from POC to production while managing the whole model lifecycle.,
Alectio,Modeling & Training,Active learning,,,,0,2019,Bay Area,,https://alectio.com/,Not all data is created equal You can build better models with less data. We can show you how.,
Tazi.ai,Modeling & Training,AutoML,,,Seed,1.22,2015,Turkey,,https://www.tazi.ai/,"TAZI’s Automated Machine Learning is understandable continuous machine learning from data and humans, enables business domain experts to use machine learning to make predictions and take actions. It also helps data analysts and scientists for their daily model creation and deployment.",
Determined AI,Modeling & Training,AutoML,,,A,13.6,2016,Bay Area,,https://determined.ai/,"Our AutoML platform streamlines your deep learning workflows, tracks your work, and manages your GPU clusters.",
Matroid,Modeling & Training,Computer vision,,,B,33.5,2016,Bay Area,Raised 20M,https://www.matroid.com/,"Computer vision made simple. Deploy computer vision solutions in minutes, not months.",
Grid AI,Modeling & Training,Distributed training,,,A,18.6,2020,NYC,"Raised 18.6M, new",https://www.grid.ai/,"Seamlessly train hundreds of Machine Learning models on the cloud from your laptop. Focus on machine learning, not infrastructure.",
Datmo,Modeling & Training,Experiment tracking,,,One Concern,1.2,2016,Bay Area,Acqui-hired,https://www.datmo.com/,"Be as effective as AI engineers at Google and Facebook. Workflow tools to help you experiment, deploy, and scale. By data scientists, for data scientists.",
Comet,Modeling & Training,Experiment tracking,,,A,6.8,2017,NYC,Raised 4.5M,https://www.comet.ml/,"Comet lets you track code, experiments, and results on ML projects. It’s fast, simple, and free for open source projects.",
Weights & Biases,Modeling & Training,Experiment tracking,,,B,20,2017,Bay Area,,https://www.wandb.com/,"We're building developer tools for deep learning. Add a couple lines of code to your training script and we'll keep track of your hyperparameters, system metrics, and outputs so you can compare experiments, ",
Neptune,Modeling & Training,Experiment tracking,,,A,4.7,2017,Poland,Raised 3M,https://neptune.ai/,"All experiment-related objects relevant to your projects organized, ready to be analyzed, discussed and shared with your team.",
Spell,Modeling & Training,Experiment tracking,,,A,15,2017,NYC,,https://spell.run/,"Spell is a powerful platform for building and managing machine learning projects. Spell takes care of infrastructure, making machine learning projects easier to start, faster to get results, more organized and safer than managing infrastructure on your own.",
DarwinAI,Modeling & Training,Explanability,,,Seed,3,2017,Canada,Raised unknown,https://www.darwinai.com/,DarwinAI’s Generative Synthesis 'AI building AI' technology enables optimized and explainable deep learning.,
Truera,Modeling & Training,Explanability,,,A,17.3,2019,Bay Area,Raised 17.3M,https://truera.com/,The Truera Model Intelligence Platform powered by Enterprise-Class AI Explainability eliminates the machine learning black box with Model Intelligence.,
scribble Data,Modeling & Training,Feature engineering,,,,0,2016,India,,https://www.scribbledata.io/,The feature store for your ML engineering needs,
HyperOpt,Modeling & Training,Hyperparameter tuning,,,U. Waterloo,,2013,Canada,,http://hyperopt.github.io/hyperopt/,Distributed Asynchronous Hyperparameter Optimization in Python - hyperopt/hyperopt,
SigOpt,Modeling & Training,Hyperparameter tuning,,,Intel,8.7,2014,Bay Area,Acquired,https://sigopt.com/,"SigOpt is a standardized, scalable, enterprise-grade optimization platform and API designed to unlock the potential of your modeling pipelines.",
Tune,Modeling & Training,Hyperparameter tuning,,,Ray,,2017,Bay Area,,https://ray.readthedocs.io/en/latest/tune.html,Tune is a Python library for hyperparameter tuning at any scale.,
Fiddler Labs,Modeling & Training,Interpretability,,,A,13.2,2018,Bay Area,Raised unknown,https://www.fiddler.ai/,"AI with trust, visibility, and insightts built in. Fiddler is a breakthrough AI engine with explainability at its heart.",
explainX.ai,Modeling & Training,Interpretability,,,Pre-seed,0,2020,NYC,New,https://www.explainx.ai/,"ExplainX enables you to explain, present, and monitor how your AI models work. We make sure your models never fail in the real-world.",
Hugging Face,Modeling & Training,NLP,,,A,20.2,2016,NYC,,https://huggingface.co/,We're on a journey to solve and democratize artificial intelligence through natural language.,
Dialogflow,Modeling & Training,NLU,,,Google,,2014,Bay Area,,https://dialogflow.com/,"Dialogflow is a Google service that runs on Google Cloud Platform, letting you scale to hundreds of millions of users. Optimized for the Google Assistant.",
Colab,Modeling & Training,Notebook,,,Google,,2017,Bay Area,,https://colab.research.google.com/,"Colab notebooks allow you to combine executable code and rich text in a single document, along with images, HTML, LaTeX and more.",
DeepNote,Modeling & Training,Notebook,,,Seed,3.8,2019,Bay Area,Raised 3.8M,https://deepnote.com/,"The notebook you’ll love to use Deepnote is a new kind of data science notebook. Jupyter-compatible with real-time collaboration and easy deployment. Oh, and it's free.",
Dockship,Modeling & Training,Pretrained models,,,,0,2019,India,,https://dockship.io/,Dockship.io is a marketplace for AI models and datasets. Publish your models on Dockship for people all over the world.,
DAGsHub,Modeling & Training,Versioning,,,Seed,3,2019,Israel,Raised 3M,https://dagshub.com/,DAGsHub is a platform for data version control and collaboration for data scientists and machine learning engineers.,
PerceptiLabs,Modeling & Training,Visual modeling,,,Seed,2,2019,Bay Area,,https://perceptilabs.readme.io/,"PerceptiLabs takes the process of building and training a machine learning model to warp speed. We not only accelerate machine learning, we advance explainability in AI ",
Plotly,Serving,App interface,,,B,19.8,2013,Canada,Raised 8.1M,https://plotly.com,Plotly is a data science and AI company that makes it easy to create and deploy interactive web apps in any programming language.,
Dash,Serving,App interface,,,Plotly,,2015,Canada,,https://plotly.com/dash/,Dash Enterprise is the end-to-end development & deployment platform for low-code AI Dash applications.,
RelicX,Serving,CI/CD,,,,0,2020,Bay Area,New,https://relicx.ai,RelicX is a venture funded startup building an AI DevOps platform that brings CX intelligence into the CI/CD pipeline to ensure software release readiness based on real user behavior and customer experience.,
OctoML,Serving,Deployment,,,A,18.9,2019,Seattle,Raised 15M,,"Optimize machine learning and deep learning models for deployment. From the creators of Apache TVM, XGBoost and Apache MxNet, OctoML brings the cutting edge of AI, Systems, programming languages, compilers and architecture to make machine learning systems easier to optimize and deploy.",
Inferrd,Serving,Deployment,,,,0,2020,NYC,New,https://inferrd.com/,"You build the model, we handle the deployment. Inferrd is the easiest, cheapest and the most performant hosting provider for ML models.",
Fritz AI,Serving,Mobile,,,A,7,2017,Boston,Raised 5M,https://www.fritz.ai/,"Fritz AI is the machine learning platform for iOS and Android developers. Teach your mobile apps to see, hear, sense, and think.",
Core ML,Serving,Mobile,,,Apple,,2017,Bay Area,,,Use Core ML to integrate machine learning models into your app. Core ML provides a unified representation for all models. ,
Xnor.ai,Serving,Model compression,,,Apple,14.6,2016,Seattle,Acquired 200M,http://xnor.ai/,Transform your business with on-device AI.,ACQ
Deeplite,Serving,Model compression,,,,0,2020,Canada,New,https://www.deeplite.ai/,"Enabling faster, smaller and more energy-efficient DNNs to run on edge devices and in the cloud",
Unravel Data,Serving,Monitoring,,,C,57.2,2013,Bay Area,,https://unraveldata.com/,Unravel provides full-stack visibility and AI-powered guidance to help you understand and optimize the performance of your data-driven applications.,"AppDynamics, New Relic, Splunk, and DataDog"
Datatron,Serving,Monitoring,,,Seed,7.8,2016,Bay Area,Raised 1.4M,https://www.datatron.com/,"Production AI Model Management at Scale. Automate the standardized deployment, monitoring, governance, and validation of all your models to be developed in any environment.",
Losswise,Serving,Monitoring,,,Mathpix,,2017,Bay Area,,https://losswise.com/,"Turn your GPUs into monitored build servers from a git push with Losswise. Interactive visualization, logs, smart notifications, and more. Start free today.",
Arthur AI,Serving,Monitoring,,,A,18.3,2018,NYC,Raised 15M,https://www.arthur.ai/,"Always-on Explainability, Bias, and Performance Monitoring for AI, ML, and analytics. Get up and running in minutes and start sleeping better at night. Dedicated. Innovative.",
Mona Labs,Serving,Monitoring,,,Seed,3.9,2018,Atlanta,Raised 3.9M,https://www.monalabs.io/,"PRODUCTION MONITORING FOR AI. With Mona, you gain complete transparency into how your data and models behave in the real world.",
Arize AI,Serving,Monitoring,,,Seed,4,2019,Bay Area,,https://arize.com/,"Arize AI is the watcher, troubleshooter and the guardrail on deployed AI",
VertaAI,Serving,Monitoring,,,A,10,2019,Bay Area,Raised 10M,https://www.verta.ai/,Verta.AI is a Palo Alto-based startup building software infrastructure to help enterprise data science and machine learning (ML) teams rapidly develop and deploy ML models.,
superwise.ai,Serving,Monitoring,,,Seed,4.5,2019,Israel,Raised 4.5M,https://superwise.ai,Monitor your AI from the moment it meets reality so you can finally trust every model,
Formant,Serving,Robotics,,,A,6,2019,Bay Area,,https://formant.io/,Deploy faster. Improve uptime. Achieve scale.,
Algorithmia,Serving,Serving,,,B,37.9,2013,Seattle,,https://algorithmia.com/,"Algorithmia makes applications smarter, by building a community around algorithm development, where state of the art algorithms are always live and accessible to anyone",